Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Merchant RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A-to-Z Claim	Is prime	ASIN	Merchant SKU	Item Name	Return quantity	Return Reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order Amount	Order quantity	SafeT Action reason	SafeT claim id	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded Amount
112-3255897-0382656	28-Apr-2022	07-May-2022	Approved	Dq9v2Rx4RRMA	 	AmazonPrePaidLabel	5.70	USD	UPS	1Z2A05729093823095	Seller	N	N	B084Q1LGVG	EF0765-SZ-9.5	adidas Originals Tresc Run Mens Running Shoes Ef0765 Size 9.5	1	CR-SWITCHEROO	Y	C-Returns	StandardRefund	 	 	77.06	1	 	 	 	 	 	 
111-5797944-2007429	07-Mar-2022	22-Apr-2022	Approved	DBKGy6xfRRMA	 	AmazonPrePaidLabel	9.00	USD	UPS	1Z2A05729086727122	Seller	N	N	B00D3QFGX4	G404Y0493-SZ-10	ASICS Men's Hyper LD 5 Track & Field Shoes, Flash Yellow/Silver/Navy, Size 10	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	47.93	1	 	 	 	 	 	47.93
111-9132517-4974629	10-Mar-2022	20-Apr-2022	Approved	DQM4yjxRRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540011721736	Seller	N	N	B00KOLW7XI	G454Y3034-SZ-7.5	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,7.5 M US	1	AMZ-PG-MISORDERED	Y	C-Returns	RefundAtFirstScan	 	 	51.76	1	 	 	 	 	 	51.76
114-3243816-2619419	15-Mar-2022	20-Apr-2022	Approved	DrQ5y8xQRRMA	 	AmazonPrePaidLabel	6.02	USD	UPS	1Z2A05729085479152	Seller	N	N	B00D3RFAI4	G454Y4435-SZ-9.5	ASICS Women's Hyper LD 5 Track Shoe,Enamel Blue/Hot Pink/Sharp Green,9.5 M US	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	113.29	2	 	 	 	 	 	48.54
112-1459721-9385065	08-Apr-2022	17-Apr-2022	Approved	DhFvwyxxRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729084247378	Seller	N	N	B01MT1YZYZ	S82459-SZ-4.5	adidas Boy's Nemeziz 17.4 FxG J Soccer Shoe, White/Solar Yellow/Black, 4.5 Medium US Little Kid	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	71.02	1	 	 	 	 	 	71.02
113-7877698-6869002	15-Mar-2022	15-Apr-2022	Approved	D79TwrxqRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540010322668	Seller	N	N	B00D3QJ1QC	G306Y9390-SZ-11.5	ASICS Men's Hypersprint 5 Track Shoe,Quicksilver/Black,11.5 M US	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	 	 	52.53	1	 	 	 	 	 	 
111-4859703-0797055	23-Feb-2022	15-Apr-2022	Closed	 	 	 	 	 	 	 	Seller	N	N	B07W8VY7CV	1QM00014241-SZ-9.5	Fila Midland Brown/Orange 9.5 D (M)	1	CR-QUALITY_UNACCEPTABLE	N	Amazon CS	StandardRefund	 	 	53.39	1	 	 	 	 	 	 
114-9872831-1298645	07-Mar-2022	14-Apr-2022	Approved	DppTwLxSRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540009789571	Seller	N	N	B00KOLE8LM	G404Y4399-SZ-8	ASICS Men's Hyper LD 5 Track And Field Shoe,Deep Blue/Onyx/Flash Yellow,8 M US	1	CR-MISSED_ESTIMATED_DELIVERY	Y	C-Returns	StandardRefund	 	 	54.77	1	 	 	 	 	 	 
114-6251707-5909825	12-Mar-2022	12-Apr-2022	Approved	DQkXBYx4RRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729081987977	Seller	N	N	B00D3QFWWE	G404Y0493-SZ-8	ASICS Men's Hyper LD 5 Shoe,Flash Yellow/Silver/Navy,8 M US	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	44.90	1	 	 	 	 	 	44.90
111-2892378-4047443	09-Mar-2022	11-Apr-2022	Approved	Ds90B3xHRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729081319966	Seller	N	N	B09MMKLJ3H	MSS-3FM01013101-SZ-4.5	Fila Disruptor II Diamante (Kids) White/Iridescent	1	CR-MISSED_ESTIMATED_DELIVERY	Y	C-Returns	RefundAtFirstScan	 	 	64.84	1	 	 	 	 	 	64.84
113-1683846-4427443	14-Mar-2022	10-Apr-2022	Approved	DjddBPxHRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540008708122	Seller	N	N	B00KOH5WYI	G454Y3034-SZ-8	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,8 M US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	57.27	1	VALID_DIFFERENT_CONDITION_ITEM_RECEIVED	23626-64817-9974433	GRANT	25-Apr-2022	10.58	57.27
113-3924161-1846617	15-Mar-2022	10-Apr-2022	Approved	DqJXBlx7RRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540008672782	Seller	N	N	B00KOH5WYI	G454Y3034-SZ-8	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,8 M US	1	CR-UNWANTED_ITEM	Y	C-Returns	StandardRefund	 	 	64.84	1	 	 	 	 	 	64.84
114-4507791-7252209	06-Mar-2022	08-Apr-2022	Approved	DKk99XxpRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729079979212	Seller	N	N	B00L8C3K8I	G551Y2901-SZ-7	ASICS Women's Hyper-Rocketgirl SP 6 Cross Country Spike Shoe, Orange/White/Dark Purple, 7 M US	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	48.60	1	 	 	 	 	 	48.60
114-1037692-1264225	11-Mar-2022	08-Apr-2022	Approved	D87Y9jxQRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540008143619	Seller	N	N	B00KOLW85U	G454Y3034-SZ-9.5	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,9.5 M US	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	52.49	1	 	 	 	 	 	52.49
113-9456543-7073867	01-Mar-2022	07-Apr-2022	Approved	D7tG92xhRRMA	 	AmazonPrePaidLabel	6.02	USD	UPS	1Z2A05729079450194	Seller	N	N	B00D3RFAI4	G454Y4435-SZ-9.5	ASICS Women's Hyper LD 5 Track Shoe,Enamel Blue/Hot Pink/Sharp Green,9.5 M US	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	48.04	1	 	 	 	 	 	48.04
111-9432225-8675442	07-Mar-2022	06-Apr-2022	Approved	Dqss92xPRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729078568220	Seller	N	N	B07GY17NDW	5SL15000100-SZ-7	Fila Women's Memory Viable Slip Resistant Work Shoe Food Service, White, 7 B US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	53.02	1	 	 	 	 	 	 
113-4894995-1746624	14-Mar-2022	05-Apr-2022	Approved	Dhsd90x7RRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540007476299	Seller	N	N	B081QRJN81	MSS-8165CBWHITE-SZ-L	Champion Boys Heritage Tee Shirt All Over Print Graphic Top Cotton Short Sleev (Large, All Over Script White)	1	DID_NOT_LIKE_FABRIC	Y	C-Returns	RefundAtFirstScan	 	 	17.12	1	 	 	 	 	 	17.12
111-7591467-3180249	14-Mar-2022	05-Apr-2022	Approved	DjJs99xvRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540007409693	Seller	N	N	B00KOLW7XI	G454Y3034-SZ-7.5	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,7.5 M US	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	56.30	1	 	 	 	 	 	56.30
111-0653605-1469020	14-Mar-2022	05-Apr-2022	Approved	DsxX9wx5RRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729078434114	Seller	N	N	B07CWH35FB	5SR21486840-SZ-8.5	Fila Memory Electro Volt 2 Womens Shoes Size 8.5, Color: Orange	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	39.90	1	 	 	 	 	 	39.90
113-4993094-1081824	06-Mar-2022	04-Apr-2022	Approved	DYy64Kx0RRMA	 	AmazonPrePaidLabel	6.02	USD	UPS	1Z2A05729077911065	Seller	N	N	B00D3QFYNG	G404Y0493-SZ-9.5	ASICS Men's Hyper LD 5 Shoe,Flash Yellow/Silver/Navy,9.5 M US	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	48.94	1	 	 	 	 	 	48.94
113-4752134-7979435	12-Mar-2022	04-Apr-2022	Approved	Dx7x4dxlRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729077630449	Seller	N	N	B004FV51UE	P105L0050-SZ-9.5	ASICS Men's Lethal Tigreor 4 ST Soccer Shoe,Pearl White/Navy,9.5 M US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	91.32	1	 	 	 	 	 	91.32
112-1127123-8390620	07-Mar-2022	02-Apr-2022	Approved	DKhY4dx4RRMA	 	AmazonPrePaidLabel	6.02	USD	UPS	1Z2A05729077060814	Seller	N	N	B005B29S5U	5SL15000001-SZ-6.5	Fila Women's Memory Viable Slip Resistant Work Shoe Hiking, Black, 6.5 B US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	54.14	1	 	 	 	 	 	 
113-7348897-2812216	29-Mar-2022	02-Apr-2022	Approved	DhTZ4fxBRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540006504252	Seller	N	N	B07GJQG87C	MSS-CL5283-SZ-OS	adidas Originals Originals Clear Waist Pack, Black, One Size	1	CR-DAMAGED_BY_CARRIER	Y	C-Returns	RefundAtFirstScan	 	 	32.74	1	VALID_DIFFERENT_CONDITION_ITEM_RECEIVED	53410-71026-6739303	GRANT	02-May-2022	14.95	32.74
113-0549583-9177863	15-Mar-2022	02-Apr-2022	Approved	DvHR44xvRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540006459330	Seller	N	N	B00KOH5WYI	G454Y3034-SZ-8	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,8 M US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	126.98	2	 	 	 	 	 	63.49
113-0549583-9177863	15-Mar-2022	02-Apr-2022	Approved	DkHv4CxvRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540006459125	Seller	N	N	B00KOLW86O	G454Y3034-SZ-8.5	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,8.5 M US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	126.98	2	 	 	 	 	 	63.49
112-6838485-1085031	29-Nov-2021	02-Apr-2022	Closed	 	 	 	 	 	 	 	Seller	N	N	B0778YGDJF	DA9335-SZ-9	adidas Men's X 18.3 Firm Ground Soccer Shoe, Football Blue/Solar Yellow/Black, 9 M US	1	CR-QUALITY_UNACCEPTABLE	N	Amazon CS	StandardRefund	 	 	72.96	1	 	 	 	 	 	 
111-0695369-9272228	13-Mar-2022	01-Apr-2022	Approved	D5sd4sxcRRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540006257783	Seller	N	N	B00KOLW86O	G454Y3034-SZ-8.5	ASICS Women's Hyper LD 5 Track And Field Shoe,Mango/Rose/Mint,8.5 M US	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	45.83	1	 	 	 	 	 	45.83
114-2849961-5922610	15-Mar-2022	01-Apr-2022	Approved	DsJ44PxwRRMA	 	AmazonPrePaidLabel	6.02	USD	UPS	1Z2A05729076391718	Seller	N	N	B07RTNZNDS	1193A014200-SZ-10	ASICS Tiger Men's Gel-Diablo Shoes, 10, Birch/Seagrass	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	54.79	1	 	 	 	 	 	54.79
113-3868808-2139464	06-Mar-2022	31-Mar-2022	Approved	Dhnw4YxJRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729076233602	Seller	N	N	B00L8C3LLO	G551Y2901-SZ-7.5	ASICS Women's Hyper-Rocketgirl SP 6 Cross Country Spike Shoe, Orange/White/Dark Purple, 7.5 M US	1	CR-MISSED_ESTIMATED_DELIVERY	Y	C-Returns	StandardRefund	 	 	51.50	1	 	 	 	 	 	 
111-6205040-4365825	21-Feb-2022	31-Mar-2022	Approved	DxXtHMxxRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729076053744	Seller	N	N	B005B29TH2	5SL15000001-SZ-8	Fila Women's Memory Viable Slip Resistant Work Shoe Hiking, Black, 8 B US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	53.89	1	 	 	 	 	 	53.89
111-7175937-2720211	08-Mar-2022	31-Mar-2022	Approved	Dh5gHvx8RRMA	 	AmazonPrePaidLabel	3.66	USD	USPS	9202090153540005918371	Seller	N	N	B08G61Y12C	MSS-8164CBNAVY-SZ-L	Champion Boys Short Sleeve Logo Tee Shirt (Large, C Navy)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	17.04	1	 	 	 	 	 	17.04
113-8686951-5101827	13-Mar-2022	31-Mar-2022	Approved	DQ5qHQxJRRMA	 	AmazonPrePaidLabel	6.02	USD	UPS	1Z2A05729075909250	Seller	N	N	B00D3RFAI4	G454Y4435-SZ-9.5	ASICS Women's Hyper LD 5 Track Shoe,Enamel Blue/Hot Pink/Sharp Green,9.5 M US	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	47.59	1	 	 	 	 	 	47.59
114-1050840-6344224	24-Feb-2022	31-Mar-2022	Approved	D54BHzxJRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729075819768	Seller	N	N	B00Q77R5OE	J401Y9059-SZ-10	ASICS Men's Cael V6.0 Wrestling Shoe, Black/Atomic Blue/Flash Yellow, 10 M US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	63.14	1	 	 	 	 	 	63.14
